code,name
biol458,Quantitative Ecology
biol461,Advanced Biostatistics
biol462,Applied Wetland Science
biol465,Structural Bioinformatics
biol466,Biogeochemical Microbiology
biol467,Plant-Bacterial Interactions
biol469,Genomics
biol470,Methods of Aquatic Ecology
biol472,Cell Biology of Human Disease
biol473,Mammalian Reproduction
biol474,Bioprocessing
biol475,Current Topics in Microbiology
biol476,Systems Neuroscience: From Neurons to Behaviour
biol477l,Techniques in Animal Physiology
biol479,Population Genetics and Evolution
biol480,Molecular Ecology
biol483,Animal Cell Biotechnology
biol484,Advanced Eukaryotic Genetics
biol485,Conservation Biology
biol486,Glycobiology
biol487,Computational Neuroscience
biol488,Ecotoxicology from a Watershed Perspective
biol489,Arctic Ecology
biol490a,Biology Field Course 1
biol490b,Biology Field Course 2
biol490c,Biology Field Course 3
biol490d,Biology Field Course 4
biol491a,Aquatic Field Biology
biol491b,Field Course in Terrestrial and Aquatic Biology
biol492,Marine Mammals and Seabirds
biol496,Neuroscience Research Seminar
biol498a,Short Biology Field Course 1
biol498b,Short Biology Field Course 2
biol499a,Senior Honours Project
biol499b,Senior Honours Project
biol602,Fisheries Biology
biol604,Animal Cells in Culture
biol605,Environmental Animal Physiology
biol606,Advanced Aquatic Ecology
biol608,Advanced Bacterial Genetics
biol610,Advanced Topics in Evolution and Diversity
biol611,Plant Growth Regulation I
biol612,Phylogenetic Reconstruction and Analysis
biol614,Applied Bioinformatics and Genomics
biol617,Advanced Topics in Environmental Toxicology
biol618,Advanced Microbial Physiology
biol621,Transport Phenomena in Plants
biol622,Selected Topics in Plant Physiology
biol623,Floral Morphology and Taxonomy
biol624,Analytical Biogeosciences
biol625,Applied  Limnology
biol627,Topics in Applied and Industrial Microbiology
biol628,Morphogenesis
biol629,Cell Growth and Differentiation
biol631,Statistical Methods in Ecology
biol633,Advanced Community Ecology
biol636,Advanced Immunology
biol642,Current Topics in Biotechnology
biol645,Recent  Advances in Microbial Ecology
biol646,Paleolimnology
biol650,Bio-Molecular Tools
biol651,Hydroecology for Freshwater Ecosystem Management
biol652,Advanced Ecology
biol667,Animal Molecular Biology
biol669,Plant Molecular Biology
biol670,Photobiology
biol675,Advanced Topics in Animal Behaviour
biol678,Current Topics in Neurophysiology
biol680,"Specialized Studies of Selected Research Procedures, Strategies or Topics"
biol681,"Specialized Studies of Selected Research Procedures, Strategies or Topics"
biol681a,Plant Biogeography
biol690,Scientific Communication
biol692,Writing Scientific Papers in Ecology and Evolution
biol701,Advances in Biochemical and Biomedical Sciences
biol702,Advances in Computational Biology
biol703,Advances in Ecology and Evolution
biol704,Advances in Microbiology
biol705,Advances in Physiology and Cell Biology
blkst101,Foundations of Black Studies
blkst102,"Introduction to Black Arts, Culture, and Literature"
blkst103,Combating Racisms
blkst201,Taking B(l)ack History
blkst202,Black and Free
blkst203,Introduction to Anti-Racist Communication
blkst210,"Language, Life, and Literature in the Caribbean"
blkst224,Black Performance Studies
blkst230,Black Feminisms
blkst240,Black Diasporic Lives: 1740-1900
blkst242,The Emergence of Black Italy
blkst244,Introduction to Black Canadian Writing
blkst302,Strategic Management of Black Enterprises
blkst303,Black Anti-Racist Consulting Practices
blkst304,Pan-African Global Politics
blkst308,Writing Anti-Racism
blkst309,Blackness at the Intersections
blkst310,Topics in Black Language and Linguistics
blkst317,Afro-Latin America
blkst330,Black Queer Studies
blkst340,Contemporary African Literature and Film
blkst380,Black Theatre in Practice
blkst399,Special Topics in Black Studies
blkst410,African American Rhetoric
blkst421,The Black Atlantic
blkst499,Black Entrepreneurial Enterprises
bme101,Communications in Biomedical Engineering-Written and Oral
bme101l,Communications in Biomedical Engineering-Visualization
bme102,Seminar
bme121,Digital Computation
bme122,Data Structures and Algorithms
bme161,Introduction to Biomedical Design
bme162,Human Factors in the Design of Biomedical and Health Systems
bme181,Physics 1: Statics
bme182,Physics 2: Dynamics
bme184,Engineering Biology
bme184l,Engineering Biology Laboratory
bme186,Chemistry Principles
bme201,Seminar
bme202,Seminar
bme213,Statistics and Experimental Design
bme252,Linear Systems and Signals
bme261,"Prototyping, Simulation and Design"
bme281,Mechanics of Deformable Solids
bme281l,Mechanics of Deformable Solids Laboratory
bme282,Materials Science for Biomedical Engineers
bme283,Chemistry Principles
bme284,Physiological and Biological Systems
bme284l,Physiology and Anatomy Laboratory
bme285,Engineering Biology
bme285l,Engineering Biology Laboratory
bme286,The Physics of Medical Imaging
bme292,Digital Systems
bme292l,Digital Systems Laboratory
bme294,"Circuits, Instrumentation, and Measurements"
bme294l,"Circuits, Instrumentation, and Measurements Laboratory"
bme301,Seminar
bme302,Seminar
bme351,Linear Signals and Systems
bme352,Control Systems
bme352l,Control Systems Laboratory
bme353,Control Systems
bme353l,Control Systems Laboratory
bme354,Anatomical Systems Modeling
bme355,Physiological Systems Modelling
bme356,Control Systems
bme356l,Control Systems Laboratory
bme361,Biomedical Engineering Design
bme362,Biomedical Engineering Design Workshop 1
bme364,Engineering Biomedical Economics
bme381,Biomedical Engineering Ethics
bme384,Biomedical Transport: Biofluids and Mass Transfer
bme386,The Physics of Medical Imaging
bme391,"Circuits, Instrumentation, and Measurements"
bme391l,"Circuits, Instrumentation, and Measurements Laboratory"
bme392,"Circuits, Instrumentation, and Measurements"
bme392l,"Circuits, Instrumentation, and Measurements Laboratory"
bme393,Digital Systems
bme393l,Digital Systems Laboratory
bme399,Directed Biomedical Research Project
bme400,Work-Term Symposium Poster
bme401,Seminar
bme402,Seminar
bme411,Optimization and Numerical Methods
bme450,Sports Engineering
bme451,Biomechanics of Human Movement
bme461,Biomedical Engineering Design Workshop 2
bme462,Biomedical Engineering Design Workshop 3
bme487,Special Topics in Biomedical Signals
bme488,Special Topics in Biomechanics
bme489,Special Topics in Biomedical Devices
bme499,Elective Biomedical Research Project
bme530,The Healthcare System
bme540,Fundamentals in Neural and Rehabilitation Engineering
bme544,Biomedical Measurement and Signal Processing
bme550,Sports Engineering
bme551,Biomechanics of Human Movement
bme552,Computational Biomechanics
bme553,Introductory Mechanics of Biomedical and Biological Materials
bme561,Biomaterials and Tissue Engineering
bme564,Biocompatibility and Biomedical Design
bme581,Ultrasound in Medicine and Biology
bme582,Biomedical Optics
bme587,Special Topics in Biomedical Signals
bme588,Special Topics in Biomechanics
bme589,Special Topics in Biomedical Devices
bme599,Special Topics in Biomedical Engineering
bme601,Physiological Systems and Biomedical Design
bme602,Foundations in Biomechanical Engineering
bme603,Engineering Analysis of Living Cells
bus-----,Business Courses Taught at Wifrid Laurier University
bus111w,Introduction to Business Organization (WLU)
bus121w,Functional Areas of the Organization (WLU)
bus127w,Introduction to Financial Accounting (WLU)
bus208w,Interpresonal Communication (WLU)
bus223w,Fundamentals of Finance (WLU)
bus231w,Business Law (WLU)
bus233w,Personal Finance (WLU)
bus247w,Managerial Accounting (WLU)
bus275w,Business Decision Models (WLU)
bus283w,Financial Management 1 (WLU)
bus288w,Organizational Behaviour 1 (WLU)
bus321w,Social Entrepreneurship (WLU)
bus352w,Introduction to Marketing Management (WLU)
bus353w,Introduction to Risk Management and Insurance (WLU)
bus354w,Human Resources Management (WLU)
bus357w,Taxation 1 (WLU)
bus362w,"Building and Managing Products, Services and Brands (WLU)"
bus375w,Operations Management (WLU)
bus387w,Intermediate Accounting 1 (WLU)
bus393w,Financial Management 2 (WLU)
bus397w,Intermediate Accounting 2 (WLU)
bus398w,Organizational Behaviour 2 (WLU)
bus400w,Advanced Equity Analysis 1 (WLU)
bus403w,Entrepreneurial Finance(WLU)
bus405w,Procurement and Supply Management (WLU)
bus408w,Recruitment and Selection (WLU)
bus410w,Advanced Equity Analysis 2 (WLU)
bus411w,Bus Strat For Sustainblty(WLU)
bus412w,Services Marketing Management (WLU)
bus413w,Personal Financial Planning and Management (WLU)
bus414w,Occupat'l Health & Safety(WLU)
bus415w,Introduction to Management Information Systems (WLU)
bus416w,Intnl Finance &Accounting(WLU)
bus418w,Strategic Human Res Plan (WLU)
bus419w,Property and Liability Insurance Management (WLU)
bus421w,Manage Family Enterprise(WLU)
bus422w,Marketing Research (WLU)
bus423w,"Options, Futures and Swaps (WLU)"
bus425w,Business Analytics (WLU)
bus429w,Capital Market Issues in Property and Liability Insurance (WLU)
bus432w,Consumer Behaviour (WLU)
bus433w,Mgmt of Financial Inst (WLU)
bus435w,Supply Chain Management (WLU)
bus442w,Marketing and Society (WLU)
bus443w,International Financial Management (WLU)
bus445w,Information Systems for Supply Chain Management (WLU)
bus448w,Stategic Comp in Canada(WLU)
bus449w,Fixed Income Analysis (WLU)
bus451w,Law and Entrepreneurship (WLU)
bus452w,Marketing Strategy (WLU)
bus453w,Working Capital Management (WLU)
bus455w,Transportation and Facilities Management (WLU)
bus459w,Marketing and Social Networks (WLU)
bus460w,Laurier Start-Up Fund (WLU)
bus461aw,Computational Case Analysis (WLU)
bus461bw,Comp. Case Analysis (WLU)
bus461xw,Management Consulting Practices (WLU)
bus461yw,Banking and Property Law (WLU)
bus462w,Business-to-Business Marketing (WLU)
bus463w,Advanced Corporate Finance (WLU)
bus464w,Labour Relations (WLU)
bus466w,Taxation 2 (WLU)
bus467w,Advanced Management Accounting (WLU)
bus469w,Global Marketing Mgmt (WLU)
bus470w,Brand Communication (WLU)
bus472w,Marketing Communications (WLU)
bus473w,Investment Management (WLU)
bus474w,Training and Development (WLU)
bus477w,Auditing (WLU)
bus479w,High-Tech Marketing (WLU)
bus480w,Independent Research (WLU)
bus481w,Business Policy 1 (WLU)
bus482w,Sales Management (WLU)
bus485w,Environmental Management for Operations (WLU)
bus486w,Data Analytics and Accounting Information Systems (WLU)
bus487w,Advanced Accounting (WLU)
bus488w,Leadership (WLU)
bus489w,Int'l Organizt'l Behavior(WLU)
bus490aw,Major Project (WLU)
bus490w,Major Project (WLU)
bus491w,Business Policy 2 (WLU)
bus492nw,Digital Marketing (WLU)
